序号,汉字,拼音,义符（按字源）,声符（按字源）,构形依据,《说文》原文
2712,蓐,rù,蓐,辱,从艸辱聲,陳艸復生也。从艸辱聲。一曰蔟也。凡蓐之屬皆从蓐。
2713,蓝,lán,艸,監,从艸監聲,染青艸也。从艸監聲。
2714,蓟,jì,艸,魝,从艸魝聲,芺也。从艸魝聲。
2715,蓠,lí,艸,離,从艸離聲,江蘺，蘼蕪。从艸離聲。
2716,蓥,yìng,金,熒,从金，熒省聲,器也。从金，熒省聲。讀若銑。
2717,蓦,mò,馬,莫,从馬莫聲,上馬也。从馬莫聲。
2718,蓬,péng,艸,逢,从艸逢聲,蒿也。从艸逢聲。
2719,虞,yú,虍,吳,从虍吳聲,騶虞也。白虎黑文，尾長於身。仁獸，食自死之肉。从虍吳聲。《詩》曰：“于嗟乎，騶虞。”
2720,蛸,xiāo,虫,肖,从虫肖聲,𧓎蛸，堂蜋子。从虫肖聲。
2721,蛹,yǒng,虫,甬,从虫甬聲,繭蟲也。从虫甬聲。
2722,蛾,yǐ,虫,我,从虫我聲,羅也。从虫我聲。
2723,蜃,shèn,虫,辰,从虫辰聲,雉入海，化爲蜃。从虫辰聲。
2724,蜉,liè,虫,寽,从虫寽聲,商何也。从虫寽聲。
2725,蜗,wō,虫,咼,从虫咼聲,蝸蠃也。从虫咼聲。
2726,衙,yú,行,吾,从行吾聲,行皃。从行吾聲。
2727,裔,yì,衣,㕯,从衣㕯聲,衣裾也。从衣㕯聲。
2728,裘,qiú,裘,求,从衣求聲,皮衣也。从衣求聲。一曰象形，與衰同意。凡裘之屬皆从裘。
2729,裨,bì,衣,卑,从衣卑聲,接益也。从衣卑聲。
2730,裼,xī,衣,易,从衣易聲,袒也。从衣易聲。
2731,裾,jū,衣,居,从衣居聲,衣袍也。从衣居聲。讀與居同。
2732,褚,chǔ,衣,者,从衣者聲,卒也。从衣者聲。一曰製衣。
2733,觎,yú,見,俞,从見俞聲,欲也。从見俞聲。
2734,觜,zuǐ,角,此,从角此聲,鴟舊頭上角觜也。一曰觜觿也。从角此聲。
2735,触,chù,角,蜀,从角蜀聲,抵也。从角蜀聲。
2736,訾,zǐ,言,此,从言此聲,不思稱意也。从言此聲。《詩》曰：“翕翕訿訿。”
2737,誉,yù,言,與,从言與聲,（纤）也。从言與聲。
2738,誊,téng,言,朕,从言朕聲,迻書也。从言朕聲。
2739,谨,jǐn,言,堇,从言堇聲,愼也。从言堇聲。
2740,谩,mán,言,曼,从言曼聲,欺也。从言曼聲。
2741,谪,zhé,言,啻,从言啻聲,罰也。从言啻聲。
2742,谬,miù,言,翏,从言翏聲,狂者之妄言也。从言翏聲。
2743,豢,huàn,豕,𢍏,从豕𢍏聲,以穀圈養豕也。从豕𢍏聲。
2744,貉,mò,豸,各,从豸各聲,北方豸穜。从豸各聲。孔子曰：“貉之爲言惡也。”
2745,赖,lài,貝,剌,从貝剌聲,贏也。从貝剌聲。
2746,趑,cī,走,次,从走次聲,趑趄，行不進也。从走次聲。
2747,跟,gēn,足,𥃩,从足𥃩聲,足踵也。从足𥃩聲。
2748,跣,xiǎn,足,先,从足先聲,足親地也。从足先聲。
2749,跨,kuà,足,夸,从足夸聲,渡也。从足夸聲。
2750,跪,guì,足,危,从足危聲,拜也。从足危聲。
2751,跳,tiào,足,兆,从足兆聲,蹶也。从足兆聲。一曰躍也。
2752,跻,jī,足,齊,从足齊聲,登也。从足齊聲。《商書》曰：“予顚躋。”
2753,辐,fú,車,畐,从車畐聲,輪轑也。从車畐聲。
2754,辑,jí,車,咠,从車咠聲,車和輯也。从車咠聲。
2755,输,shū,車,俞,从車俞聲,委輸也。从車俞聲。
2756,遘,gòu,辵,冓,从辵冓聲,遇也。从辵冓聲。
2757,遣,qiǎn,辵,𠳋,从辵𠳋聲,縱也。从辵𠳋聲。
2758,遥,yáo,辵,䍃,从辵䍃聲,逍遥也。又，遠也。从辵䍃聲。
2759,鄙,bǐ,邑,啚,从邑啚聲,五酇爲鄙。从邑啚聲。
2760,鄞,yín,邑,堇,从邑堇聲,會稽縣。从邑堇聲。
2761,鄢,yān,邑,焉,从邑焉聲,南郡縣。孝惠三年改名宜城。从邑焉聲。
2762,鄣,zhāng,邑,章,从邑章聲,紀邑也。从邑章聲。
2763,酩,mǐng,酉,名,从酉名聲,酩酊，醉也。从酉名聲。
2764,酪,lào,酉,各,从酉各聲,乳𤖅也。从酉各聲。
2765,鉴,jiàn,金,監,从金監聲,大盆也。一曰監諸，可以取明水於月。从金監聲。
2766,错,cuò,金,昔,从金昔聲,金涂也。从金昔聲。
2767,锡,xī,金,易,从金易聲,銀鉛之閒也。从金易聲。
2768,锢,gù,金,固,从金固聲,鑄塞也。从金固聲。
2769,锤,chuí,金,垂,从金垂聲,八銖也。从金垂聲。
2770,锥,zhuī,金,隹,从金隹聲,銳也。从金隹聲。
2771,锦,jǐn,帛,金,从帛金聲,襄邑織文。从帛金聲。
2772,锬,tán,金,炎,从金炎聲,長矛也。从金炎聲。讀若老耼。
2773,锭,dìng,金,定,从金定聲,鐙也。从金定聲。
2774,键,jiàn,金,建,从金建聲,鉉也。一曰車轄。从金建聲。
2775,锯,jù,金,居,从金居聲,槍唐也。从金居聲。
2776,锱,zī,金,甾,从金甾聲,六銖也。从金甾聲。
2777,阖,hé,門,盍,从門盍聲,門扇也。一曰閉也。从門盍聲。
2778,阗,tián,門,眞,从門眞聲,盛皃。从門眞聲。
2779,阙,què,門,欮,从門欮聲,門觀也。从門欮聲。
2780,障,zhàng,𨸏,章,从𨸏章聲,隔也。从𨸏章聲。
2781,雉,zhì,隹,矢,从隹矢聲,有十四種：盧諸雉，喬雉，鳪雉，鷩雉，秩秩海雉，翟山雉，翰雉，卓雉，伊洛而南曰翬，江淮而南曰搖，南方曰𢏚，東方曰钕，北方曰稀，西方曰蹲。从隹矢聲。
2782,雏,chú,隹,芻,从隹芻聲,雞子也。从隹芻聲。
2783,零,líng,雨,令,从雨令聲,餘雨也。从雨令聲。
2784,雹,báo,雨,包,从雨包聲,雨冰也。从雨包聲。
2785,靖,jìng,立,青,从立青聲,立竫也。从立青聲。一曰細皃。
2786,靳,jìn,革,斤,从革斤聲,當膺也。从革斤聲。
2787,靶,bà,革,巴,从革巴聲,轡革也。从革巴聲。
2788,韪,wěi,是,韋,从是韋聲,是也。从是韋聲。《春秋傳》曰：“犯五不韙。”
2789,韵,yùn,音,員,从音員聲,和也。从音員聲。裴光遠云：古與均同。未知其審。
2790,颔,hàn,頁,含,从頁含聲,面黃也。从頁含聲。
2791,颖,yǐng,禾,頃,从禾頃聲,禾末也。从禾頃聲。《詩》曰：“禾穎穟穟。”
2792,骜,ào,馬,敖,从馬敖聲,駿馬。以壬申日死，乘馬忌之。从馬敖聲。
2793,骞,qiān,馬,寒,从馬，寒省聲,馬腹縶也。从馬，寒省聲。
2794,髡,kūn,髟,兀,从髟兀聲,𩮜髮也。从髟兀聲。
2795,魁,kuí,斗,鬼,从斗鬼聲,羹斗也。从斗鬼聲。
2796,魂,hún,鬼,云,从鬼云聲,陽气也。从鬼云聲。
2797,鲅,bō,魚,犮,从魚犮聲,鱣鮪鮁鮁。从魚犮聲。
2798,鲇,nián,魚,占,从魚占聲,𩷑也。从魚占聲。
2799,鲋,fù,魚,付,从魚付聲,魚名。从魚付聲。
2800,鲍,bào,魚,包,从魚包聲,饐魚也。从魚包聲。
2801,鲐,tái,魚,台,从魚台聲,海魚名。从魚台聲。
2802,龄,líng,齒,令,从齒令聲,年也。从齒令聲。
2803,僖,xī,人,喜,从人喜聲,樂也。从人喜聲。
2804,僚,liǎo,人,尞,从人尞聲,好皃。从人尞聲。
2805,僦,jiù,人,就,从人、就，就亦聲,賃也。从人、就，就亦聲。
2806,僧,sēng,人,曾,从人曾聲,浮屠道人也。从人曾聲。
2807,僭,jiàn,人,朁,从人朁聲,假也。从人朁聲。
2808,僮,tóng,人,童,从人童聲,未冠也。从人童聲。
2809,儆,jǐng,人,敬,从人敬聲,戒也。从人敬聲。《春秋傳》曰：“儆宮。”
2810,嗾,sǒu,口,族,从口族聲,使犬聲。从口族聲。《春秋傳》曰：“公嗾夫獒。”
2811,嘉,jiā,壴,加,从壴加聲,美也。从壴加聲。
2812,嘌,piāo,口,𤐫,从口𤐫聲,疾也。从口𤐫聲。《詩》曰：“匪車嘌兮。”
2813,嘏,jiǎ,古,叚,从古叚聲,大遠也。从古叚聲。
2814,嘘,xū,口,虛,从口虛聲,吹也。从口虛聲。
2815,嘤,yīng,口,嬰,从口嬰聲,鳥鳴也。从口嬰聲。
2816,塾,shú,土,孰,从土孰聲,門側堂也。从土孰聲。
2817,境,jìng,土,竟,从土竟聲,疆也。从土竟聲。經典通用竟。
2818,墉,yōng,土,庸,从土庸聲,城垣也。从土庸聲。
2819,墙,qiáng,嗇,爿,从嗇爿聲,垣蔽也。从嗇爿聲。
2820,夤,yín,夕,寅,从夕寅聲,敬惕也。从夕寅聲。《易》曰：“夕惕若夤。”
2821,夥,huǒ,多,果,从多果聲,齊謂多爲夥。从多果聲。
2822,嫖,piào,女,𤐫,从女𤐫聲,輕也。从女𤐫聲。
2823,嫠,lí,女,𠩺,从女𠩺聲,無夫也。从女𠩺聲。
2824,嫡,dí,女,啻,从女啻聲,孎也。从女啻聲。
2825,嫣,yān,女,焉,从女焉聲,長皃。从女焉聲。
2826,嫱,qiáng,女,牆,从女，牆省聲,婦官也。从女，牆省聲。
2827,寤,wù,㝱,吾,从㝱省，吾聲,寐覺而有信曰寤。从㝱省，吾聲。一曰晝見而夜㝱也。
2828,幔,màn,巾,曼,从巾曼聲,幕也。从巾曼聲。
2829,廑,jǐn,广,堇,从广堇聲,少劣之居。从广堇聲。
2830,彰,zhāng,彡,章,从彡从章，章亦聲,文彰也。从彡从章，章亦聲。
2831,愿,yuàn,心,原,从心原聲,謹也。从心原聲。
2832,慢,màn,心,曼,从心曼聲,惰也。从心曼聲。一曰慢，不畏也。
2833,慵,yōng,心,庸,从心庸聲,嬾也。从心庸聲。
2834,戬,jiǎn,戈,晉,从戈晉聲,滅也。从戈晉聲。《詩》曰：“實始戩商。”
2835,摘,zhāi,手,啻,从手啻聲,拓果樹實也。从手啻聲。一曰指近之也。
2836,摧,cuī,手,崔,从手崔聲,擠也。从手崔聲。一曰挏也，一曰折也。
2837,摹,mó,手,莫,从手莫聲,規也。从手莫聲。
2838,摺,zhé,手,習,从手習聲,敗也。从手習聲。
2839,敲,qiāo,攴,高,从攴高聲,橫擿也。从攴高聲。
2840,斡,wò,斗,倝,从斗倝聲,蠡柄也。从斗倝聲。楊雄、杜林說：皆以爲軺車輪斡。
2841,旖,yǐ,㫃,奇,从㫃奇聲,旗旖施也。从㫃奇聲。
2842,旗,qí,㫃,其,从㫃其聲,熊旗五游，以象罰星，士卒以爲期。从㫃其聲。《周禮》曰：“率都建旗。”
2843,暨,jì,旦,旣,从旦旣聲,日頗見也。从旦旣聲。
2844,榛,zhēn,木,秦,从木秦聲,木也。从木秦聲。一曰菆也。
2845,榜,bēng,木,㫄,从木㫄聲,所以輔弓弩。从木㫄聲。
2846,榭,xiè,木,䠶,从木䠶聲,臺有屋也。从木䠶聲。
2847,榱,cuī,木,衰,从木衰聲,秦名爲屋椽，周謂之榱，齊魯謂之桷。从木衰聲。
2848,榷,què,木,隺,从木隺聲,水上橫木，所以渡者也。从木隺聲。
2849,榻,tà,木,𦐇,从木𦐇聲,牀也。从木𦐇聲。
2850,槊,shuò,木,朔,从木朔聲,矛也。从木朔聲。
2851,槛,jiàn,木,監,从木監聲,櫳也。从木監聲。一曰圈。
2852,槭,zú,木,戚,从木戚聲,木。可作大車輮。从木戚聲。
2853,模,mú,木,莫,从木莫聲,法也。从木莫聲。讀若嫫母之嫫。
2854,歉,qiàn,欠,兼,从欠兼聲,歉食不滿。从欠兼聲。
2855,殡,bìn,歺,賓,从歺从賓，賓亦聲,死在棺，將遷葬柩，賓遇之。从歺从賓，賓亦聲。夏后殯於阼階，殷人殯於兩楹之閒，周人殯於賓階。
2856,滴,dī,水,啻,从水啻聲,水注也。从水啻聲。
2857,漂,piāo,水,票,从水票聲,浮也。从水票聲。
2858,漆,qī,水,桼,从水桼聲,水。出右扶風杜陵岐山，東入渭。一曰入洛。从水桼聲。
2859,漉,lù,水,鹿,从水鹿聲,浚也。从水鹿聲。
2860,漏,lòu,水,屚,从水屚聲,以銅受水，刻節，晝夜百刻。从水屚聲。
2861,演,yǎn,水,寅,从水寅聲,長流也。一曰水名。从水寅聲。
2862,漕,cáo,水,曹,从水曹聲,水轉轂也。一曰人之所乘及船也。从水曹聲。
2863,漱,shù,水,欶,从水欶聲,盪口也。从水欶聲。
2864,漳,zhāng,水,章,从水章聲,濁漳，出上黨長子鹿谷山，東入清漳。清漳，出沾山大要谷，北入河。南漳，出南郡臨沮。从水章聲。
2865,漾,yàng,水,羕,从水羕聲,水。出隴西相道，東至武都爲漢。从水羕聲。
2866,潇,xiāo,水,蕭,从水蕭聲,水名。从水蕭聲。
2867,潍,wéi,水,維,”从水維聲,水。出琅邪箕屋山，東入海。徐州浸。《夏書》曰：“濰、淄其道。”从水維聲。
2868,潢,huáng,水,黃,从水黃聲,積水池。从水黃聲。
2869,潴,zhū,水,豬,从水豬聲,水所亭也。从水豬聲。
2870,煽,shàn,火,扇,从火扇聲,熾盛也。从火扇聲。
2871,熄,xī,火,息,从火息聲,畜火也。从火息聲。亦曰滅火。
2872,熊,xióng,熊,炎,从能，炎省聲,獸似豕。山居，冬蟄。从能，炎省聲。凡熊之屬皆从熊。
2873,熙,xī,火,巸,从火巸聲,燥也。从火巸聲。
2874,熬,áo,火,敖,从火敖聲,乾煎也。从火敖聲。
2875,瑶,yáo,玉,䍃,从玉䍃聲,玉之美者。从玉䍃聲。《詩》曰：“報之以瓊瑤。”
2876,甍,méng,瓦,夢,从瓦，夢省聲,屋棟也。从瓦，夢省聲。
2877,疑,yí,子,矢,从子、止、匕，矢聲,惑也。从子、止、匕，矢聲。
2878,瘌,là,疒,剌,从疒剌聲,楚人謂藥毒曰痛瘌。从疒剌聲。
2879,瘕,xiá,疒,叚,从疒叚聲,女病也。从疒叚聲。
2880,瘗,yì,土,㾜,从土㾜聲,幽薶也。从土㾜聲。
2881,瘘,lòu,疒,婁,从疒婁聲,頸腫也。从疒婁聲。
2882,瘥,chài,疒,𢀩,从疒𢀩聲,瘉也。从疒𢀩聲。
2883,睽,kuí,目,癸,从目癸聲,目不相聽也。从目癸聲。
2884,瞀,mào,目,敄,从目敄聲,氐目謹視也。从目敄聲。
2885,碣,jié,石,曷,从石曷聲,特立之石。東海有碣石山。从石曷聲。
2886,碧,bì,玉,白,从玉、石，白聲,石之青美者。从玉、石，白聲。
2887,碱,jiǎn,鹽,僉,从鹽省，僉聲,鹵也。从鹽省，僉聲。
2888,窨,yìn,穴,音,从穴音聲,地室。从穴音聲。
2889,窬,yú,穴,俞,从穴俞聲,穿木戶也。从穴俞聲。一曰空中也。
2890,竭,jié,立,曷,从立曷聲,負舉也。从立曷聲。
2891,端,duān,立,耑,从立耑聲,直也。从立耑聲。
2892,箅,bì,竹,𢌿,从竹𢌿聲,蔽也，所以蔽甑底。从竹𢌿聲。
2893,箝,qián,竹,拑,从竹拑聲,籋也。从竹拑聲。
2894,管,guǎn,竹,官,从竹官聲,如篪，六孔。十二月之音。物開地牙，故謂之管。从竹官聲。
2895,箦,zé,竹,責,从竹責聲,牀棧也。从竹責聲。
2896,箪,dān,竹,單,从竹單聲,笥也。从竹單聲。漢津令：簞，小筐也。《傳》曰：“簞食壺漿。”
2897,箫,xiāo,竹,肅,从竹肅聲,參差管樂。象鳳之翼。从竹肅聲。
2898,箬,ruò,竹,若,从竹若聲,楚謂竹皮曰箬。从竹若聲。
2899,箸,zhù,竹,者,从竹者聲,飯攲也。从竹者聲。
2900,粹,cuì,米,卒,从米卒聲,不雜也。从米卒聲。
2901,粼,lín,巜,粦,从巜粦聲,水生厓石閒粼粼也。从巜粦聲。
2902,粽,zòng,米,㚇,从米㚇聲,蘆葉裹米也。从米㚇聲。
2903,精,jīng,米,青,从米青聲,擇也。从米青聲。
2904,綮,qǐ,糸,𢼄,从糸𢼄聲,㨖繒也。一曰幑幟，信也，有齒。从糸𢼄聲。
2905,缥,piǎo,糸,㶾,从糸㶾聲,帛青白色也。从糸㶾聲。
2906,缦,màn,糸,曼,从糸曼聲,繒無文也。从糸曼聲。《漢律》曰：“賜衣者縵表白裏。”
2907,缨,yīng,糸,嬰,从糸嬰聲,冠系也。从糸嬰聲。
2908,缩,suō,糸,宿,从糸宿聲,亂也。从糸宿聲。一曰蹴也。
2909,缪,móu,糸,翏,从糸翏聲,枲之十絜也。一曰綢繆。从糸翏聲。
2910,缫,sāo,糸,巢,从糸巢聲,繹繭爲絲也。从糸巢聲。
2911,罂,yīng,缶,賏,从缶賏聲,缶也。从缶賏聲。
2912,罴,pí,熊,罷,从熊，罷省聲,如熊，黃白文。从熊，罷省聲。
2913,翠,cuì,羽,卒,从羽卒聲,青羽雀也。出鬱林。从羽卒聲。
2914,翡,fěi,羽,非,从羽非聲,赤羽雀也。出鬱林。从羽非聲。
2915,翥,zhù,羽,者,从羽者聲,飛舉也。从羽者聲。
2916,聚,jù,㐺,取,从乑取聲,會也。从乑取聲。邑落云聚。
2917,肇,zhào,攴,肈,从攴，肈省聲,擊也。从攴，肈省聲。
2918,腐,fǔ,肉,府,从肉府聲,爛也。从肉府聲。
2919,膀,páng,肉,㫄,从肉㫄聲,脅也。从肉㫄聲。
2920,膊,pò,肉,尃,从肉尃聲,薄脯，膊之屋上。从肉尃聲。
2921,膏,gāo,肉,高,从肉高聲,𦘺也。从肉高聲。
2922,膜,mó,肉,莫,从肉莫聲,肉閒胲膜也。从肉莫聲。
2923,臧,zāng,臣,戕,从臣戕聲,善也。从臣戕聲。
2924,舆,yú,車,舁,从車舁聲,車輿也。从車舁聲。
2925,蓼,liǎo,艸,翏,从艸翏聲,辛菜，薔虞也。从艸翏聲。
2926,蔓,màn,艸,曼,从艸曼聲,葛屬。从艸曼聲。
2927,蔗,zhè,艸,庶,从艸庶聲,藷蔗也。从艸庶聲。
2928,蔚,wèi,艸,𤈫,从艸𤈫聲,牡蒿也。从艸𤈫聲。
2929,蔟,cù,艸,族,从艸族聲,行蠶蓐。从艸族聲。
2930,蔡,cài,艸,祭,从艸祭聲,艸也。从艸祭聲。
2931,蔫,yān,艸,焉,从艸焉聲,菸也。从艸焉聲。
2932,蔷,sè,艸,嗇,从艸嗇聲,薔虞，蓼。从艸嗇聲。
2933,蔺,lìn,艸,閵,从艸閵聲,莞屬。从艸閵聲。
2934,蔼,ǎi,言,葛,从言葛聲,臣盡力之美。从言葛聲。《詩》曰：“譪譪王多吉士。”
2935,蔽,bì,艸,敝,从艸敝聲,蔽蔽，小艸也。从艸敝聲。
2936,蜡,qù,虫,昔,”从虫昔聲,蠅䏣也。《周禮》：“蜡氏掌除骴。”从虫昔聲。
2937,蜢,měng,虫,孟,从虫孟聲,虴蜢也。从虫孟聲。
2938,蜥,xī,虫,析,从虫析聲,蜥易也。从虫析聲。
2939,蜩,tiáo,虫,周,从虫周聲,蟬也。从虫周聲。《詩》曰：“五月鳴蜩。”
2940,蜮,yù,虫,或,从虫或聲,短狐也。似鼈，三足，以气䠶害人。从虫或聲。
2941,蜻,jīng,虫,青,从虫青聲,蜻蛚也。从虫青聲。
2942,蝉,chán,虫,單,从虫單聲,以㫄鳴者。从虫單聲。
2943,裹,guǒ,衣,果,从衣果聲,纏也。从衣果聲。
2944,褊,biǎn,衣,扁,从衣扁聲,衣小也。从衣扁聲。
2945,褐,hè,衣,曷,从衣曷聲,編枲韤。一曰粗衣。从衣曷聲。
2946,褛,lǚ,衣,婁,从衣婁聲,衽也。从衣婁聲。
2947,觏,gòu,見,冓,从見冓聲,遇見也。从見冓聲。
2948,誓,shì,言,折,从言折聲,約束也。从言折聲。
2949,谮,zèn,言,朁,从言朁聲,愬也。从言朁聲。
2950,谯,qiào,言,焦,从言焦聲,嬈譊也。从言焦聲。讀若嚼。
2951,谰,lán,言,闌,从言闌聲,怟讕也。从言闌聲。
2952,谱,pǔ,言,普,从言普聲,籍録也。从言普聲。《史記》从並。
2953,谲,jué,言,矞,从言矞聲,權詐也。益、梁曰謬欺，天下曰譎。从言矞聲。
2954,赙,fù,貝,尃,从貝尃聲,助也。从貝尃聲。
2955,赛,sài,貝,塞,从貝，塞省聲,報也。从貝，塞省聲。
2956,跽,jì,足,忌,从足忌聲,長跪也。从足忌聲。
2957,踊,yǒng,足,甬,从足甬聲,跳也。从足甬聲。
2958,辕,yuán,車,袁,从車袁聲,輈也。从車袁聲。
2959,辖,xiá,車,害,从車害聲,車聲也。从車害聲。一曰轄，鍵也。
2960,遭,zāo,辵,曹,从辵曹聲,遇也。从辵曹聲。一曰邐行。
2961,遮,zhē,辵,庶,从辵庶聲,遏也。从辵庶聲。
2962,鄯,shàn,邑,善,从邑从善，善亦聲,鄯善，西胡國也。从邑从善，善亦聲。
2963,鄱,pó,邑,番,从邑番聲,鄱陽，豫章縣。从邑番聲。
2964,酲,chéng,酉,呈,从酉呈聲,病酒也。一曰醉而覺也。从酉呈聲。
2965,酴,tú,酉,余,从酉余聲,酒母也。从酉余聲。讀若廬。
2966,酷,kù,酉,告,从酉告聲,酒厚味也。从酉告聲。
2967,酸,suān,酉,夋,从酉夋聲,酢也。从酉夋聲。關東謂酢曰酸。
2968,酹,lèi,酉,寽,从酉寽聲,餟祭也。从酉寽聲。
2969,酾,shī,酉,麗,从酉麗聲,下酒也。一曰醇也。从酉麗聲。
2970,酿,niàng,酉,襄,从酉襄聲,醞也。作酒曰釀。从酉襄聲。
2971,銎,qiōng,金,𢀜,从金𢀜聲,斤釜穿也。从金𢀜聲。
2972,锲,qiè,金,契,从金契聲,鎌也。从金契聲。
2973,锴,kǎi,金,皆,从金皆聲,九江謂鐵曰鍇。从金皆聲。
2974,锸,chā,金,臿,从金臿聲,郭衣鍼也。从金臿聲。
2975,锻,duàn,金,段,从金段聲,小冶也。从金段聲。
2976,锾,huán,金,爰,从金爰聲,鋝也。从金爰聲。《罰書》曰：“列百鍰。”
2977,镂,lòu,金,婁,从金婁聲,剛鐵，可以刻鏤。从金婁聲。《夏書》曰：“梁州貢鏤。”一曰鏤，釜也。
2978,阚,kàn,門,敢,从門敢聲,望也。从門敢聲。
2979,雌,cī,隹,此,从隹此聲,鳥母也。从隹此聲。
2980,雒,luò,隹,各,从隹各聲,鵋䳢也。从隹各聲。
2981,需,xū,雨,而,从雨而聲,𩓣也。遇雨不進，止𩓣也。从雨而聲。《易》曰：“雲上於天，需。”
2982,霁,jì,雨,齊,从雨齊聲,雨止也。从雨齊聲。
